scanner,tag,strength,timestamp,zone
202481600284849,10,-66,1551419145757435655,2426
202481592457971,10,-76,1551419145757727004,2426
202481596578391,10,-78,1551419145757779312,2426
202481589056738,10,-68,1551419145758021135,2426
202481593583243,10,-85,1551419145857227743,2426
202481600284849,10,-69,1551419145857712032,2426
202481592457971,10,-77,1551419145857913841,2426
202481586745007,10,-68,1551419145857941502,2426
202481589056738,10,-73,1551419145858109685,2426
202481592457971,10,-70,1551419145957411651,2426
202481600284849,10,-58,1551419145957551032,2426
202481591447923,10,-80,1551419145957874316,2426
202481586745007,10,-70,1551419145958041549,2426
202481589056738,10,-71,1551419145958219700,2426
202481586745007,10,-58,1551419146057694773,2426
202481600284849,10,-48,1551419146057706930,2426
202481589056738,10,-80,1551419146057857983,2426
202481586745007,10,-56,1551419146157308040,2426
202481589056738,10,-69,1551419146157502730,2426
202481591447923,10,-80,1551419146157535408,2426
202481592457971,10,-74,1551419146157802530,2426
202481600284849,10,-54,1551419146158188438,2426
202481591447923,10,-81,1551419146257535111,2426
202481596578391,10,-88,1551419146257771029,2426
202481602112786,10,-73,1551419146257931387,2426
202481592457971,10,-84,1551419146357264042,2426
202481590239181,10,-83,1551419146357461266,2426
202481586745007,10,-62,1551419146357482038,2426
202481600284849,10,-48,1551419146357753924,2426
202481589056738,10,-66,1551419146358268735,2426
202481600284849,10,-45,1551419146457265137,2426
202481602112786,10,-81,1551419146557257208,2426
202481592457971,10,-69,1551419146557330746,2426
202481591447923,10,-77,1551419146558295967,2426
202481589056738,10,-78,1551419146558300815,2426
202481591447923,10,-70,1551419146657287995,2426
202481592457971,10,-80,1551419146657456971,2426
202481593583243,10,-71,1551419146657646335,2426
202481600284849,10,-54,1551419146657893776,2426
202481589056738,10,-65,1551419146658003597,2426
202481596578391,10,-81,1551419146658267295,2426
202481589056738,10,-65,1551419146757247164,2426
202481586745007,10,-56,1551419146757483932,2426
202481591447923,10,-83,1551419146757892017,2426
202481592457971,10,-72,1551419146757947491,2426
202481600284849,10,-61,1551419146758130269,2426
202481600284849,10,-50,1551419146857386898,2426
202481593583243,10,-70,1551419146857610975,2426
202481601995306,10,-74,1551419146857648955,2426
202481601738649,10,-76,1551419146857784229,2426
202481591447923,10,-67,1551419146858175548,2426
202481589056738,10,-79,1551419146858256388,2426
