scanner,tag,strength,timestamp,zone
202481602084751,10,-81,1551436598758246949,1208
202481601426033,10,-94,1551436598758339430,1208
202481594609210,10,-72,1551436598758716349,1208
202481599414040,10,-69,1551436598858026938,1208
202481592285809,10,-70,1551436598858182822,1208
202481590274456,10,-88,1551436598858252842,1208
202481594609210,10,-81,1551436598858621177,1208
202481592285809,10,-69,1551436598957858154,1208
202481601426033,10,-87,1551436598957962423,1208
202481592814994,10,-76,1551436598958127489,1208
202481590274456,10,-60,1551436598958439055,1208
202481599414040,10,-56,1551436598958837771,1208
202481594609210,10,-72,1551436598958869855,1208
202481590274456,10,-75,1551436599057914797,1208
202481592814994,10,-68,1551436599058016750,1208
202481597435935,10,-90,1551436599058076144,1208
202481594469276,10,-76,1551436599058388091,1208
202481594609210,10,-55,1551436599058408902,1208
202481592285809,10,-70,1551436599058484480,1208
202481589823194,10,-76,1551436599058502020,1208
202481586687629,10,-81,1551436599058562065,1208
202481599414040,10,-65,1551436599157975028,1208
202481590274456,10,-79,1551436599157989016,1208
202481586687629,10,-80,1551436599158012012,1208
202481594821872,10,-88,1551436599158242632,1208
202481592285809,10,-76,1551436599158358398,1208
202481594609210,10,-74,1551436599257919681,1208
202481592814994,10,-73,1551436599257951073,1208
202481601426033,10,-84,1551436599258150171,1208
202481590956569,10,-87,1551436599258348229,1208
202481602084751,10,-79,1551436599258381864,1208
202481594469276,10,-81,1551436599258391411,1208
202481586283485,10,-85,1551436599258393784,1208
202481592757237,10,-82,1551436599258447470,1208
202481594345615,10,-86,1551436599258825493,1208
202481599414040,10,-51,1551436599357854834,1208
202481592814994,10,-69,1551436599358024210,1208
202481602084751,10,-84,1551436599358635031,1208
202481602084751,10,-75,1551436599457910444,1208
202481592285809,10,-56,1551436599458018535,1208
202481589823194,10,-85,1551436599458059996,1208
202481590956569,10,-81,1551436599458148697,1208
202481594469276,10,-79,1551436599458310857,1208
202481590274456,10,-72,1551436599458318263,1208
202481601426033,10,-87,1551436599458529181,1208
202481586687629,10,-78,1551436599458628839,1208
202481597435935,10,-83,1551436599458690658,1208
202481599414040,10,-63,1551436599458754649,1208
202481592814994,10,-68,1551436599458908139,1208
202481592757237,10,-86,1551436599558114110,1208
202481594821872,10,-92,1551436599558219496,1208
202481594609210,10,-60,1551436599558425373,1208
202481589823194,10,-88,1551436599558460426,1208
202481586687629,10,-82,1551436599558668010,1208
202481594345615,10,-85,1551436599558681752,1208
202481586283485,10,-76,1551436599558784222,1208
202481602084751,10,-84,1551436599558836165,1208
202481599414040,10,-58,1551436599558903198,1208
202481592285809,10,-81,1551436599657995848,1208
202481590274456,10,-83,1551436599658232449,1208
202481592285809,10,-63,1551436599758490467,1208
202481592814994,10,-71,1551436599758528832,1208
202481602084751,10,-74,1551436599758606437,1208
202481601426033,10,-87,1551436599857945507,1208
202481586687629,10,-75,1551436599957933344,1208
202481592285809,10,-69,1551436599958170315,1208
202481594609210,10,-71,1551436599958373971,1208
202481589823194,10,-85,1551436599958402431,1208
202481592757237,10,-74,1551436599958465687,1208
202481586283485,10,-78,1551436599958478906,1208
202481594345615,10,-78,1551436599958490155,1208
202481602084751,10,-86,1551436600057914586,1208
202481589823194,10,-87,1551436600058232233,1208
202481586283485,10,-84,1551436600058304259,1208
202481599414040,10,-61,1551436600058403423,1208
202481592814994,10,-69,1551436600058513773,1208
202481594609210,10,-74,1551436600058517879,1208
202481594345615,10,-87,1551436600058704123,1208
202481594821872,10,-94,1551436600058833857,1208
202481586687629,10,-78,1551436600058904475,1208
202481592757237,10,-85,1551436600157918814,1208
202481602084751,10,-84,1551436600158191127,1208
202481599414040,10,-52,1551436600158320814,1208
202481594469276,10,-84,1551436600158608966,1208
202481594609210,10,-78,1551436600158715330,1208
202481586283485,10,-79,1551436600158749148,1208
202481590956569,10,-85,1551436600258136959,1208
202481601426033,10,-78,1551436600258362593,1208
202481592285809,10,-51,1551436600258643270,1208
202481594609210,10,-67,1551436600258711679,1208
202481592285809,10,-71,1551436600358061146,1208
202481586283485,10,-87,1551436600358475363,1208
202481586283485,10,-75,1551436600457834470,1208
202481594821872,10,-87,1551436600458189869,1208
202481586687629,10,-81,1551436600458223430,1208
202481589823194,10,-81,1551436600458347529,1208
202481592814994,10,-66,1551436600458764519,1208
202481590274456,10,-69,1551436600458775451,1208
202481592814994,10,-77,1551436600557969998,1208
202481594609210,10,-83,1551436600558554716,1208
202481599414040,10,-64,1551436600558689346,1208
202481602084751,10,-85,1551436600558894891,1208
202481586687629,10,-79,1551436600658083359,1208
202481592757237,10,-75,1551436600658119630,1208
202481589823194,10,-89,1551436600658400415,1208
202481592285809,10,-61,1551436600658620396,1208
202481586283485,10,-78,1551436600658878986,1208
202481590274456,10,-72,1551436600757994655,1208
202481592814994,10,-75,1551436600758020534,1208
202481592285809,10,-65,1551436600758130969,1208
202481597435935,10,-91,1551436600758659239,1208
202481586283485,10,-76,1551436600758879020,1208
202481592285809,10,-70,1551436600858372712,1208
202481599414040,10,-59,1551436600958223580,1208
202481589823194,10,-82,1551436600958245967,1208
202481592757237,10,-74,1551436600958309551,1208
202481594609210,10,-70,1551436600958367392,1208
202481586687629,10,-79,1551436600958525270,1208
202481602084751,10,-86,1551436600958540951,1208
202481594469276,10,-79,1551436600958559890,1208
202481586283485,10,-82,1551436600958561750,1208
202481590956569,10,-80,1551436600958744954,1208
202481592285809,10,-68,1551436600958752711,1208
202481594345615,10,-77,1551436600958811947,1208
202481592814994,10,-70,1551436601057906693,1208
202481592757237,10,-89,1551436601058108802,1208
202481599414040,10,-58,1551436601058411177,1208
202481594609210,10,-66,1551436601058483331,1208
202481602084751,10,-82,1551436601157825604,1208
202481592814994,10,-76,1551436601158808623,1208
202481599414040,10,-68,1551436601158887971,1208
202481592814994,10,-68,1551436601258012004,1208
202481594821872,10,-80,1551436601258119078,1208
202481586687629,10,-70,1551436601258429758,1208
202481586283485,10,-80,1551436601258460830,1208
202481594469276,10,-77,1551436601258484245,1208
202481592285809,10,-66,1551436601258818496,1208
202481589823194,10,-87,1551436601258845767,1208
202481590274456,10,-72,1551436601358060832,1208
202481594821872,10,-79,1551436601358061942,1208
202481586283485,10,-79,1551436601358139626,1208
202481597435935,10,-90,1551436601358270653,1208
202481589823194,10,-84,1551436601358351176,1208
202481594469276,10,-86,1551436601358594539,1208
202481586687629,10,-72,1551436601358732587,1208
202481592285809,10,-68,1551436601457966255,1208
202481594609210,10,-71,1551436601458403078,1208
202481586687629,10,-82,1551436601458592113,1208
202481594609210,10,-79,1551436601557861321,1208
202481599414040,10,-64,1551436601558105407,1208
202481594609210,10,-83,1551436601658024553,1208
202481592285809,10,-80,1551436601658399026,1208
202481599414040,10,-66,1551436601658596008,1208
202481590274456,10,-77,1551436601658904072,1208
202481599414040,10,-86,1551436601757856101,1208
