scanner,tag,strength,timestamp,zone
202481587091977,10,-86,1551413625758140012,2412
202481601995306,10,-77,1551413625857481570,2412
202481587091977,10,-81,1551413625857926476,2412
202481591447923,10,-93,1551413625857966614,2412
202481601738649,10,-75,1551413625858011013,2412
202481593583243,10,-72,1551413625858183849,2412
202481600284849,10,-84,1551413625958053542,2412
202481591447923,10,-75,1551413625958277789,2412
202481601995306,10,-62,1551413626057308239,2412
202481590930337,10,-82,1551413626057989210,2412
202481601180343,10,-86,1551413626058141703,2412
202481602112786,10,-92,1551413626058176583,2412
202481586745007,10,-84,1551413626058327161,2412
202481591115309,10,-73,1551413626157284879,2412
202481586745007,10,-93,1551413626157446407,2412
202481591447923,10,-82,1551413626157609358,2412
202481601995306,10,-64,1551413626158126598,2412
202481601738649,10,-70,1551413626158254031,2412
202481587091977,10,-82,1551413626158283665,2412
202481587122663,10,-81,1551413626257744220,2412
202481590930337,10,-72,1551413626258158787,2412
202481601995306,10,-64,1551413626258350012,2412
202481596578391,10,-85,1551413626357305491,2412
202481600284849,10,-85,1551413626357471048,2412
202481590930337,10,-94,1551413626357501627,2412
202481593583243,10,-89,1551413626358007520,2412
202481586745007,10,-88,1551413626457431500,2412
202481591115309,10,-72,1551413626457561108,2412
202481587122663,10,-74,1551413626457773907,2412
202481592457971,10,-92,1551413626457892840,2412
202481601738649,10,-77,1551413626458099958,2412
202481591721573,10,-79,1551413626458116516,2412
202481593583243,10,-90,1551413626458338483,2412
202481601995306,10,-85,1551413626458350827,2412
202481590930337,10,-85,1551413626557418963,2412
202481601995306,10,-69,1551413626557549122,2412
202481591115309,10,-71,1551413626557554844,2412
202481601738649,10,-69,1551413626557879428,2412
202481596578391,10,-83,1551413626657270663,2412
202481598240252,10,-91,1551413626657403910,2412
202481587122663,10,-83,1551413626657462715,2412
202481586745007,10,-81,1551413626657470743,2412
202481591447923,10,-82,1551413626657635023,2412
202481593583243,10,-76,1551413626657733078,2412
202481591721573,10,-72,1551413626657770995,2412
202481591115309,10,-78,1551413626658088547,2412
202481600284849,10,-83,1551413626658155225,2412
202481601738649,10,-71,1551413626757996709,2412
202481601995306,10,-65,1551413626857412875,2412
202481593583243,10,-75,1551413626857528500,2412
202481601180343,10,-84,1551413626857570621,2412
202481590930337,10,-79,1551413626858066251,2412
202481601738649,10,-68,1551413626858080952,2412
202481591721573,10,-81,1551413626858137804,2412
202481591115309,10,-79,1551413626957358350,2412
202481590930337,10,-73,1551413626957382295,2412
202481601995306,10,-62,1551413626957735274,2412
202481601180343,10,-81,1551413626957856061,2412
202481587122663,10,-82,1551413626958276164,2412
202481601738649,10,-65,1551413626958347623,2412
202481591721573,10,-82,1551413627057304079,2412
202481600284849,10,-77,1551413627057365954,2412
202481587122663,10,-73,1551413627057475238,2412
202481591115309,10,-74,1551413627057648481,2412
202481601738649,10,-78,1551413627057692094,2412
202481601995306,10,-78,1551413627058123645,2412
202481601180343,10,-88,1551413627058256533,2412
202481593583243,10,-69,1551413627157903414,2412
202481591447923,10,-79,1551413627257515431,2412
202481591721573,10,-74,1551413627257517259,2412
202481590930337,10,-83,1551413627257813496,2412
202481596578391,10,-87,1551413627257837719,2412
202481601738649,10,-73,1551413627258036395,2412
202481601995306,10,-67,1551413627258043126,2412
202481601995306,10,-64,1551413627357357800,2412
202481600284849,10,-81,1551413627357532893,2412
202481587122663,10,-79,1551413627357781677,2412
202481590930337,10,-79,1551413627357807505,2412
202481587091977,10,-79,1551413627358022690,2412
202481586745007,10,-82,1551413627358348348,2412
202481591721573,10,-75,1551413627457430959,2412
202481601738649,10,-65,1551413627457481829,2412
202481587122663,10,-73,1551413627457707731,2412
202481601180343,10,-83,1551413627457932418,2412
202481591447923,10,-77,1551413627458109922,2412
202481593583243,10,-81,1551413627557286167,2412
202481591721573,10,-78,1551413627557744893,2412
202481591447923,10,-75,1551413627557828894,2412
202481587122663,10,-83,1551413627557968957,2412
202481600284849,10,-82,1551413627558044058,2412
202481591115309,10,-68,1551413627558119538,2412
202481596578391,10,-76,1551413627657300466,2412
202481601738649,10,-69,1551413627657534239,2412
202481591721573,10,-83,1551413627657678885,2412
202481593583243,10,-72,1551413627657871198,2412
202481591115309,10,-77,1551413627657994569,2412
202481601995306,10,-63,1551413627658166526,2412
202481601180343,10,-83,1551413627658176416,2412
202481599323929,10,-77,1551413627757765533,2412
202481594292315,10,-87,1551413627758048426,2412
202481588235228,10,-82,1551413627758148618,2412
202481587122663,10,-64,1551413627857403643,2412
202481591115309,10,-68,1551413627857506695,2412
202481601180343,10,-88,1551413627857539864,2412
202481593583243,10,-85,1551413627857797602,2412
202481601738649,10,-71,1551413627858045120,2412
202481601995306,10,-66,1551413627858129215,2412
202481591721573,10,-85,1551413627957960098,2412
202481591447923,10,-87,1551413627958118296,2412
202481601995306,10,-72,1551413628057335385,2412
202481601738649,10,-68,1551413628057481281,2412
202481601995306,10,-65,1551413628157291774,2412
202481593583243,10,-79,1551413628157402357,2412
202481591115309,10,-84,1551413628157958367,2412
202481600284849,10,-82,1551413628157973099,2412
202481601180343,10,-83,1551413628158007991,2412
202481590930337,10,-83,1551413628158038647,2412
202481586745007,10,-81,1551413628158116733,2412
202481587091977,10,-79,1551413628158183012,2412
202481591447923,10,-80,1551413628158278427,2412
202481591721573,10,-77,1551413628257613604,2412
202481587122663,10,-72,1551413628257694846,2412
202481591447923,10,-93,1551413628257955519,2412
202481601738649,10,-70,1551413628258265471,2412
202481591115309,10,-77,1551413628357707824,2412
202481587091977,10,-77,1551413628357710379,2412
202481590930337,10,-73,1551413628357715909,2412
202481593583243,10,-78,1551413628358344599,2412
202481601995306,10,-66,1551413628457299292,2412
202481600284849,10,-84,1551413628457304440,2412
202481591447923,10,-81,1551413628457465769,2412
202481602112786,10,-89,1551413628457547117,2412
202481591721573,10,-82,1551413628457715817,2412
202481601180343,10,-89,1551413628457782258,2412
202481588471439,10,-87,1551413628457873934,2412
202481601738649,10,-64,1551413628457957238,2412
202481591115309,10,-70,1551413628457986923,2412
202481590930337,10,-85,1551413628457987767,2412
202481590930337,10,-84,1551413628557735373,2412
202481597627647,10,-93,1551413628558071870,2412
202481591721573,10,-76,1551413628657534889,2412
202481600284849,10,-79,1551413628657548737,2412
202481590930337,10,-79,1551413628657835119,2412
202481593583243,10,-82,1551413628658069114,2412
202481587091977,10,-77,1551413628658091608,2412
202481591115309,10,-73,1551413628658299116,2412
202481601995306,10,-67,1551413628757404268,2412
202481591115309,10,-78,1551413628757428487,2412
202481588471439,10,-84,1551413628857275969,2412
202481590930337,10,-79,1551413628857304415,2412
202481601738649,10,-66,1551413628857317330,2412
202481600284849,10,-87,1551413628857444361,2412
202481591115309,10,-75,1551413628857791474,2412
202481600284849,10,-73,1551413628957787228,2412
202481587122663,10,-77,1551413629057381441,2412
202481601738649,10,-77,1551413629057998395,2412
202481591721573,10,-92,1551413629058159916,2412
202481593583243,10,-78,1551413629058206276,2412
202481601738649,10,-61,1551413629157497855,2412
202481591721573,10,-80,1551413629157932547,2412
202481590930337,10,-79,1551413629158184595,2412
202481591115309,10,-72,1551413629158245433,2412
202481597627647,10,-88,1551413629257361778,2412
202481588235228,10,-88,1551413629257408771,2412
202481601738649,10,-67,1551413629257575756,2412
202481591115309,10,-75,1551413629257622023,2412
202481593583243,10,-78,1551413629257838819,2412
202481587122663,10,-78,1551413629257858600,2412
202481601995306,10,-61,1551413629258115260,2412
202481596578391,10,-87,1551413629258348512,2412
202481601180343,10,-82,1551413629357285658,2412
202481587122663,10,-83,1551413629357407143,2412
202481590930337,10,-76,1551413629357626789,2412
202481591115309,10,-69,1551413629357842339,2412
202481591447923,10,-79,1551413629457292804,2412
202481591721573,10,-82,1551413629457309168,2412
202481590930337,10,-80,1551413629457443731,2412
202481591115309,10,-84,1551413629457683761,2412
202481596578391,10,-90,1551413629457746996,2412
202481593583243,10,-70,1551413629457796144,2412
202481601738649,10,-61,1551413629458158947,2412
202481601180343,10,-81,1551413629458331622,2412
202481600284849,10,-81,1551413629458345560,2412
202481596578391,10,-84,1551413629557458274,2412
202481593583243,10,-81,1551413629557493197,2412
202481591447923,10,-76,1551413629557533659,2412
202481600284849,10,-78,1551413629557689239,2412
202481591115309,10,-69,1551413629557785052,2412
202481591721573,10,-76,1551413629557824958,2412
202481590930337,10,-78,1551413629558144858,2412
202481593583243,10,-81,1551413629657442559,2412
202481591721573,10,-79,1551413629657550314,2412
202481591115309,10,-79,1551413629658295355,2412
202481587122663,10,-79,1551413629658327459,2412
202481587122663,10,-75,1551413629757299659,2412
202481590930337,10,-79,1551413629757403155,2412
202481593583243,10,-67,1551413629757727551,2412
202481600284849,10,-86,1551413629757985059,2412
202481596578391,10,-86,1551413629857455455,2412
202481600284849,10,-84,1551413629857577071,2412
202481591447923,10,-74,1551413629857592829,2412
202481593583243,10,-80,1551413629857597822,2412
202481591115309,10,-89,1551413629857899846,2412
202481589056738,10,-86,1551413629858107584,2412
202481587122663,10,-90,1551413629858349083,2412
202481601995306,10,-62,1551413629957646684,2412
202481590930337,10,-78,1551413629957942572,2412
202481587122663,10,-77,1551413629958202369,2412
202481587122663,10,-77,1551413630057350171,2412
202481597627647,10,-83,1551413630057542912,2412
202481588235228,10,-88,1551413630057603741,2412
202481590930337,10,-80,1551413630057752348,2412
202481587091977,10,-73,1551413630057815361,2412
202481591115309,10,-75,1551413630157457875,2412
202481591447923,10,-79,1551413630157947484,2412
202481600284849,10,-94,1551413630158078372,2412
202481587122663,10,-85,1551413630158195296,2412
