scanner,tag,strength,timestamp,zone
202481594609210,10,-85,1551425944757779136,10398
202481590956569,10,-66,1551425944757881700,10398
202481602084751,10,-77,1551425944758494229,10398
202481599414040,10,-86,1551425944758611860,10398
202481602084751,10,-57,1551425944858148684,10398
202481590956569,10,-73,1551425944858206498,10398
202481594609210,10,-77,1551425944858351166,10398
202481599414040,10,-82,1551425944858739741,10398
202481594609210,10,-78,1551425944957863634,10398
202481590956569,10,-77,1551425944958072181,10398
202481602084751,10,-65,1551425944958195541,10398
202481602084751,10,-82,1551425945057895320,10398
202481598108029,10,-82,1551425945058060459,10398
202481600146643,10,-79,1551425945058435287,10398
202481602084751,10,-63,1551425945158152840,10398
202481590956569,10,-62,1551425945158377242,10398
202481599414040,10,-76,1551425945158461649,10398
202481600146643,10,-74,1551425945158568108,10398
202481590956569,10,-70,1551425945257832724,10398
202481602084751,10,-52,1551425945257837695,10398
202481592285809,10,-71,1551425945257886861,10398
202481600146643,10,-73,1551425945258029859,10398
202481601426033,10,-68,1551425945258250959,10398
202481594609210,10,-65,1551425945258703210,10398
202481599414040,10,-68,1551425945258809042,10398
202481592285809,10,-85,1551425945358174654,10398
202481594609210,10,-81,1551425945358412596,10398
202481590956569,10,-86,1551425945358478992,10398
202481602084751,10,-80,1551425945358759365,10398
202481601426033,10,-51,1551425945458335805,10398
202481594609210,10,-79,1551425945558127641,10398
202481590956569,10,-85,1551425945558784834,10398
202481601426033,10,-66,1551425945657814162,10398
202481602084751,10,-72,1551425945658602780,10398
202481599414040,10,-72,1551425945658709779,10398
202481590956569,10,-72,1551425945758028777,10398
202481590956569,10,-67,1551425945857819473,10398
202481592814994,10,-79,1551425945858274596,10398
202481600146643,10,-76,1551425945858734399,10398
202481602084751,10,-80,1551425945958008578,10398
202481601426033,10,-66,1551425945958416128,10398
202481590274456,10,-88,1551425946057917015,10398
202481594609210,10,-70,1551425946058155961,10398
202481586687629,10,-90,1551425946058240688,10398
202481601426033,10,-71,1551425946058558143,10398
202481590956569,10,-67,1551425946058585439,10398
202481602084751,10,-64,1551425946157867991,10398
202481594609210,10,-66,1551425946158107575,10398
202481599414040,10,-92,1551425946257908311,10398
202481602084751,10,-61,1551425946257991335,10398
